CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,failed_transactions_last_30_days,Churn Risk Probability,Churn Risk (%),Risk Tier
315,France,Female,19,7,32940.73904099165,3,1,0,124052.78855257528,0,1,0.0,0.0,Low Risk
428,Germany,Female,74,2,234546.2591907236,1,1,1,145349.3431817686,1,5,0.99,99.0,High Risk
408,Spain,Male,74,0,223382.3587497317,1,1,0,51325.543737797445,0,1,0.03,3.0,Low Risk
832,Spain,Male,33,4,154007.97405935437,2,0,1,3675.804289911356,0,0,0.0,0.0,Low Risk
568,Germany,Male,23,2,8102.597209380835,4,0,0,7960.4900835988865,0,0,0.06,6.0,Low Risk
461,Spain,Female,31,5,187820.08102297323,3,1,1,144972.68778594604,0,1,0.0,0.0,Low Risk
559,Spain,Female,44,2,40213.80331035035,2,0,1,122683.35266340245,0,0,0.0,0.0,Low Risk
401,Germany,Female,55,0,235755.31792512673,3,1,1,168092.2225268921,0,0,0.03,3.0,Low Risk
805,Spain,Male,36,8,108781.51744927005,1,1,1,79855.47518441312,0,1,0.0,0.0,Low Risk
546,Spain,Male,54,4,153778.9020433377,3,1,0,111114.71428507596,0,0,0.0,0.0,Low Risk
836,Germany,Male,21,1,70269.98465141898,2,0,1,156703.3082562559,0,0,0.05,5.0,Low Risk
430,Spain,Female,75,1,118768.97060266053,1,1,0,99335.15186105024,0,0,0.01,1.0,Low Risk
652,Spain,Male,26,10,188658.87580490083,2,0,0,198669.77104968243,0,1,0.02,2.0,Low Risk
495,Spain,Male,57,8,123004.1406178008,4,1,1,148580.91469944004,0,0,0.0,0.0,Low Risk
681,Spain,Female,32,0,211799.33236723448,4,0,1,136665.2549734114,0,1,0.0,0.0,Low Risk
526,Germany,Male,21,9,178256.85899989327,4,0,0,160308.42230912295,1,5,0.99,99.0,High Risk
775,France,Male,69,2,19339.893076136566,3,1,0,155440.2680455008,1,5,0.98,98.0,High Risk
776,France,Female,35,9,151708.85107385283,4,0,0,43946.8527314896,0,0,0.0,0.0,Low Risk
564,Spain,Female,70,10,153149.8581650786,3,0,0,42084.68482920359,1,5,1.0,100.0,High Risk
671,Germany,Female,76,6,95224.58809777074,3,1,1,121218.79222004492,1,7,1.0,100.0,High Risk
785,Germany,Female,71,0,80680.98188541783,2,1,0,87215.28080665522,0,0,0.01,1.0,Low Risk
733,Spain,Female,58,1,15721.89850257627,1,1,1,174316.60509580295,1,2,0.68,68.0,Medium Risk
510,France,Female,77,5,111539.11960963924,1,0,0,58027.561587954915,0,2,0.27,27.0,Low Risk
676,Spain,Male,21,8,84149.11446286524,2,1,0,66178.58071305763,0,2,0.15,15.0,Low Risk
694,Germany,Male,56,8,237765.7024210627,4,0,0,33271.08655745582,0,1,0.01,1.0,Low Risk
749,Germany,Female,24,7,168543.59546133783,2,1,1,196348.57652339223,0,2,0.18,18.0,Low Risk
663,France,Female,40,2,115015.3526419208,2,1,1,23218.146130092337,0,1,0.01,1.0,Low Risk
756,Germany,Male,80,1,188652.9951554713,1,1,0,196580.169459376,0,0,0.01,1.0,Low Risk
525,Germany,Female,82,0,194692.40939788157,3,1,0,141281.4688679369,1,3,0.93,93.0,High Risk
430,Germany,Female,58,10,120113.9728936216,2,0,0,17839.386082903577,0,0,0.01,1.0,Low Risk
775,France,Male,61,10,18939.45051843937,2,0,1,30411.557609501622,0,0,0.0,0.0,Low Risk
576,Germany,Male,62,8,195137.78306211976,3,0,0,65400.96407393409,1,1,0.05,5.0,Low Risk
455,Spain,Female,86,4,22571.010696960853,1,1,1,52076.60966881114,0,1,0.02,2.0,Low Risk
517,France,Female,68,2,211876.706626272,4,0,1,194625.92949230055,0,0,0.03,3.0,Low Risk
489,Spain,Male,82,9,83539.22315215407,2,0,0,122672.28246986182,0,1,0.03,3.0,Low Risk
716,Spain,Female,71,9,159560.2411070952,4,0,0,14887.246112789851,0,0,0.01,1.0,Low Risk
845,France,Male,73,10,185101.11322801295,4,0,1,105085.66949207272,1,4,0.97,97.0,High Risk
340,Spain,Male,89,4,8798.116331500156,2,0,1,179428.98717753508,0,1,0.01,1.0,Low Risk
606,France,Female,57,10,96153.5764612996,4,1,0,83242.2021427432,0,1,0.02,2.0,Low Risk
637,Spain,Male,75,2,151035.75199984852,2,0,1,133229.45003035665,0,2,0.01,1.0,Low Risk
613,France,Male,32,8,212036.0618242352,3,0,0,154640.78420664897,0,0,0.0,0.0,Low Risk
374,Germany,Male,36,0,179442.4207951023,3,1,0,37013.9546811668,0,1,0.01,1.0,Low Risk
578,Germany,Female,27,0,224035.29105223672,3,0,1,171101.5931922593,1,4,0.96,96.0,High Risk
475,Spain,Female,33,2,20680.66778864427,3,1,0,89769.74385397379,0,0,0.0,0.0,Low Risk
572,Germany,Female,60,5,17955.500551452897,1,0,1,11347.152580390051,1,5,0.97,97.0,High Risk
588,France,Male,48,10,178381.23519399314,3,0,1,175781.88833550547,1,2,0.76,76.0,High Risk
571,Spain,Male,33,1,99632.060249454,2,0,0,112874.99859828544,0,0,0.0,0.0,Low Risk
365,Germany,Female,45,0,120407.81531273488,2,1,0,39672.36701962205,0,1,0.01,1.0,Low Risk
782,Germany,Male,79,7,151079.00890225562,2,0,1,63496.83011137987,1,4,0.97,97.0,High Risk
547,Spain,Male,37,10,246485.3654368277,4,1,1,113878.8991476968,0,1,0.0,0.0,Low Risk
455,Germany,Female,52,9,16791.53888423354,2,1,0,74841.06541263167,0,2,0.09,9.0,Low Risk
346,Germany,Male,76,8,27223.72235654624,1,0,1,46684.075454959944,1,10,0.98,98.0,High Risk
753,Spain,Male,26,9,207328.30890361936,1,0,1,95867.2854590809,0,0,0.0,0.0,Low Risk
500,Germany,Male,27,0,5131.065289058851,1,0,0,37017.2950830996,0,0,0.0,0.0,Low Risk
423,Germany,Male,62,2,112613.710182101,1,1,1,49083.38097674023,0,1,0.0,0.0,Low Risk
300,Germany,Male,32,4,193529.57240795897,1,0,0,165348.54260907794,0,0,0.09,9.0,Low Risk
490,Germany,Male,47,6,48817.20525852326,1,1,0,45715.958733358166,0,0,0.0,0.0,Low Risk
815,Spain,Female,65,9,46752.528266393645,3,1,1,139076.53656563038,0,1,0.01,1.0,Low Risk
741,France,Female,57,3,77563.08608316997,1,0,0,50101.45794326647,0,1,0.03,3.0,Low Risk
442,France,Male,91,5,37502.58472873619,4,1,0,42487.54937876756,1,2,0.35,35.0,Low Risk
490,Germany,Female,61,0,169638.21343047262,1,1,1,50238.599652402314,0,0,0.0,0.0,Low Risk
832,Germany,Female,63,3,50034.38787436673,2,0,0,93664.91047845986,1,5,0.99,99.0,High Risk
526,France,Female,23,7,56714.38476145343,2,0,1,29264.47210739255,0,0,0.0,0.0,Low Risk
612,Germany,Male,41,4,143733.78702294838,4,1,1,21331.44159372679,0,0,0.0,0.0,Low Risk
601,France,Female,90,7,241835.269599011,1,0,0,151350.5640993302,0,0,0.0,0.0,Low Risk
759,Spain,Male,24,0,228470.6430921353,3,1,1,4670.101227841804,0,1,0.02,2.0,Low Risk
700,Spain,Female,23,9,216124.1824067305,3,1,1,77102.98131079774,0,2,0.0,0.0,Low Risk
692,Spain,Female,50,8,132730.95833195516,3,1,1,79212.9225628996,0,0,0.01,1.0,Low Risk
506,Spain,Male,55,3,74437.95392643019,3,1,0,178609.33825154763,0,1,0.01,1.0,Low Risk
509,Spain,Female,61,8,176441.79456831634,1,1,0,154900.47530803905,0,0,0.0,0.0,Low Risk
414,Spain,Male,34,7,97394.31994479956,4,0,0,102140.23937813952,0,0,0.0,0.0,Low Risk
550,France,Female,48,7,194477.2458578023,3,0,1,95967.79925723025,0,0,0.0,0.0,Low Risk
518,Germany,Female,54,1,4047.8713943284392,1,1,1,113124.6039181901,1,4,0.86,86.0,High Risk
706,France,Female,28,2,132385.01024170045,1,0,1,71571.98682711333,0,0,0.0,0.0,Low Risk
742,Spain,Female,22,9,84337.62374934307,1,0,0,140158.42998062255,0,0,0.02,2.0,Low Risk
653,Germany,Male,81,8,62262.276458944696,1,0,0,137217.37354216937,0,1,0.09,9.0,Low Risk
849,Germany,Male,20,2,165459.2094060942,1,0,1,114935.18444149384,0,1,0.08,8.0,Low Risk
441,Spain,Female,73,7,164593.33340277753,2,1,1,11547.96002213006,0,2,0.09,9.0,Low Risk
800,Spain,Male,80,4,9266.794485898732,1,1,1,25376.2629494792,1,5,0.96,96.0,High Risk
846,Spain,Female,55,6,236924.72150397187,1,0,0,7864.862479489611,0,1,0.02,2.0,Low Risk
841,Spain,Male,71,3,90463.25903762996,1,1,0,143705.96155644796,0,0,0.0,0.0,Low Risk
806,Spain,Male,19,7,229351.953599746,2,1,0,95525.16002976336,0,0,0.0,0.0,Low Risk
580,Spain,Male,19,3,145929.99704251997,2,1,1,190996.68408771447,0,0,0.0,0.0,Low Risk
723,Germany,Female,29,4,163147.6182183462,4,1,0,190466.15022751328,0,1,0.03,3.0,Low Risk
569,Spain,Male,57,0,240128.8945799948,4,1,1,159636.18198387022,0,0,0.0,0.0,Low Risk
453,Spain,Male,19,9,205549.3199164936,1,0,0,88615.35269935844,0,0,0.0,0.0,Low Risk
382,Germany,Female,74,7,35008.75250756211,3,1,0,63276.916384722055,0,0,0.0,0.0,Low Risk
725,France,Female,64,6,1305.2406483335387,1,1,0,40202.83386030965,1,4,0.94,94.0,High Risk
574,Spain,Female,53,10,77146.84508543879,4,1,0,46506.65905143261,0,1,0.0,0.0,Low Risk
583,Germany,Male,21,4,122134.39859690588,3,0,1,198063.7882203704,0,0,0.0,0.0,Low Risk
472,Germany,Male,41,5,183037.4727908486,3,0,1,106074.45090353963,0,1,0.0,0.0,Low Risk
626,France,Male,79,0,165262.0950931754,4,1,1,2460.574057349527,0,1,0.01,1.0,Low Risk
362,Spain,Male,19,7,78214.04285251921,1,1,0,8868.197743706462,0,1,0.01,1.0,Low Risk
372,Spain,Male,32,8,135498.99729083918,4,0,1,91758.65556237778,0,1,0.0,0.0,Low Risk
674,Spain,Male,66,10,162733.32900619344,3,1,0,88701.92245165708,0,1,0.02,2.0,Low Risk
807,Germany,Female,52,4,128437.5505109507,2,0,1,81117.68942654572,1,2,0.71,71.0,Medium Risk
697,Spain,Male,64,9,172243.57401055767,1,1,1,164722.44773547264,0,2,0.08,8.0,Low Risk
419,Spain,Male,41,6,121304.56348708388,4,1,0,140634.039105983,0,1,0.0,0.0,Low Risk
736,Spain,Male,77,9,132421.2517459033,4,1,1,21492.3555996136,0,1,0.0,0.0,Low Risk
764,Spain,Female,65,3,235193.82319934017,4,1,0,72542.15243508757,1,1,0.05,5.0,Low Risk
585,France,Male,40,5,97289.53190732044,2,0,1,119340.02029220524,0,0,0.0,0.0,Low Risk
564,France,Female,29,1,188926.832781916,2,1,0,76503.9509319342,0,0,0.0,0.0,Low Risk
619,France,Male,58,3,83669.1365414565,1,0,0,41668.983177542075,0,0,0.01,1.0,Low Risk
675,Spain,Female,46,4,82963.63384774009,1,0,1,125614.31099375532,1,5,0.99,99.0,High Risk
388,Spain,Female,87,8,231667.89921876875,1,0,1,120453.81146998845,0,0,0.02,2.0,Low Risk
502,Germany,Female,68,8,174667.8763556625,4,0,0,194922.14207131907,1,5,0.99,99.0,High Risk
633,Germany,Male,40,7,232239.57199439287,2,0,0,112218.45348990348,0,1,0.05,5.0,Low Risk
521,Germany,Female,48,3,248645.36550238135,1,1,0,174860.7742733615,0,0,0.04,4.0,Low Risk
340,Spain,Male,38,5,50.79129860008358,2,0,1,189839.7473108176,0,0,0.0,0.0,Low Risk
367,France,Female,41,6,245787.56225715225,3,0,1,86962.44711378489,0,1,0.0,0.0,Low Risk
813,France,Male,89,0,25217.67991964888,1,1,1,10588.211566888613,0,1,0.02,2.0,Low Risk
426,France,Female,26,0,17602.86998447386,2,0,0,28707.44458306558,0,2,0.03,3.0,Low Risk
554,Spain,Female,39,3,191952.4511888943,1,0,0,100798.9998037546,0,1,0.0,0.0,Low Risk
315,France,Male,21,2,87546.15015512645,2,1,0,178592.6711476066,0,0,0.02,2.0,Low Risk
776,Germany,Female,20,9,229452.98412501303,2,0,1,130829.87257579346,0,0,0.0,0.0,Low Risk
361,Germany,Male,45,3,136126.6422329044,4,0,1,40304.328508384,0,0,0.02,2.0,Low Risk
731,France,Female,32,8,96527.91093783588,3,1,0,140211.8595028619,0,0,0.0,0.0,Low Risk
567,Germany,Female,25,1,18359.343398312772,1,0,0,178844.92276743162,0,0,0.02,2.0,Low Risk
334,France,Male,65,3,116158.962944176,2,0,0,6054.809646765116,1,4,0.96,96.0,High Risk
793,France,Male,69,6,69474.43351250302,1,1,1,48569.996320149265,0,0,0.01,1.0,Low Risk
768,Germany,Male,72,1,19153.275275318847,2,1,1,30644.633111913052,1,7,0.99,99.0,High Risk
624,Germany,Female,54,7,167597.1324435369,3,0,1,156822.75919927968,0,2,0.08,8.0,Low Risk
603,Germany,Male,21,9,244334.2208744294,2,1,1,178296.56704032834,0,0,0.0,0.0,Low Risk
575,Germany,Male,72,3,94728.62134913632,2,0,1,110915.94973547118,0,0,0.0,0.0,Low Risk
500,France,Female,29,8,74316.2301487918,1,0,0,169641.89154927156,0,0,0.0,0.0,Low Risk
744,Germany,Male,36,0,22490.047577627152,3,1,0,131390.8632152481,0,1,0.0,0.0,Low Risk
623,Germany,Male,74,6,55786.30527626971,2,0,0,131343.34131589768,1,2,0.79,79.0,High Risk
334,Spain,Female,54,0,71243.06244960144,1,1,1,115945.8366275363,0,2,0.05,5.0,Low Risk
781,Germany,Female,24,10,86043.90320901616,2,1,1,10013.23998032593,0,1,0.0,0.0,Low Risk
779,Germany,Female,72,9,158491.7620611212,1,1,1,187396.2512611076,1,2,0.29,29.0,Low Risk
364,France,Female,45,10,28718.169515968504,3,1,1,71160.72765344103,0,1,0.0,0.0,Low Risk
307,France,Female,54,8,14605.978355795856,4,1,0,160517.51525594792,0,2,0.49,49.0,Low Risk
600,Spain,Male,78,9,232645.45432305193,3,0,1,161998.8142489427,0,0,0.0,0.0,Low Risk
642,Germany,Female,56,9,199797.17295312512,1,0,0,193152.5892809588,0,1,0.2,20.0,Low Risk
730,Germany,Female,40,0,69555.52172883908,3,0,1,65346.66082412436,0,0,0.0,0.0,Low Risk
723,Germany,Female,69,2,159698.0474551711,1,1,0,199479.90612934675,0,1,0.01,1.0,Low Risk
631,Germany,Male,28,6,148123.06994997643,1,1,1,60121.89047356193,0,1,0.0,0.0,Low Risk
737,Germany,Male,83,0,185752.6458833423,3,1,0,90279.51927926592,1,12,1.0,100.0,High Risk
473,Germany,Male,30,4,214823.61967923175,4,1,1,141252.94407309746,0,1,0.0,0.0,Low Risk
826,Spain,Male,58,5,89438.01258183895,3,1,0,31006.175707353817,0,2,0.12,12.0,Low Risk
325,Germany,Female,66,2,165207.99568133088,1,0,0,53281.97316085033,0,0,0.02,2.0,Low Risk
705,Germany,Female,32,5,200510.2268477477,4,1,0,145625.4203377639,1,4,0.99,99.0,High Risk
531,Germany,Female,73,3,174823.57621892737,1,1,1,194877.08711780215,1,7,0.98,98.0,High Risk
832,Spain,Male,71,5,230533.8971336391,4,1,0,146562.4278022349,0,0,0.01,1.0,Low Risk
849,Germany,Female,48,5,123671.86317964963,3,0,0,172461.1327154116,1,1,0.57,57.0,Medium Risk
804,Spain,Male,78,3,200660.14832380455,3,0,0,7506.975616892777,0,1,0.0,0.0,Low Risk
478,France,Male,75,0,227435.34946028257,1,0,1,115409.41162506,1,7,0.97,97.0,High Risk
431,Germany,Male,77,2,139263.2187202132,4,1,1,182819.23229721776,1,6,0.98,98.0,High Risk
754,Spain,Female,70,10,4323.383185843189,1,1,1,136482.58432255188,1,5,0.95,95.0,High Risk
647,France,Female,78,9,204502.0921652131,4,1,1,135295.6936483786,0,1,0.01,1.0,Low Risk
839,Spain,Female,59,6,211508.49287244672,1,0,1,40616.01060502645,0,1,0.01,1.0,Low Risk
705,Spain,Female,46,1,99962.66519636312,3,1,1,172229.621903884,0,1,0.0,0.0,Low Risk
375,France,Male,44,3,57269.518370252685,2,1,0,173010.42037017588,0,1,0.0,0.0,Low Risk
791,Germany,Female,61,5,244537.3167355158,1,0,1,122805.26752893964,0,1,0.02,2.0,Low Risk
493,Germany,Male,22,4,137905.8955982296,2,0,1,85329.37501848624,0,0,0.03,3.0,Low Risk
461,Spain,Male,69,5,129044.92137745811,3,0,1,164856.45019866878,1,5,1.0,100.0,High Risk
646,France,Male,70,4,236518.57355969204,2,0,1,93004.48661854658,0,0,0.0,0.0,Low Risk
660,Germany,Male,69,8,102024.2780740013,4,0,1,164524.7011918645,0,0,0.01,1.0,Low Risk
386,Spain,Male,55,10,212033.99955616012,2,0,0,96988.30027452328,0,0,0.0,0.0,Low Risk
561,France,Male,61,1,175162.77117243645,1,0,1,115962.99178855584,0,0,0.0,0.0,Low Risk
513,Spain,Male,70,3,241928.84303095232,2,0,0,149606.92685819027,1,8,1.0,100.0,High Risk
561,France,Female,19,0,107162.73563783804,4,1,1,53006.067249069434,0,1,0.0,0.0,Low Risk
582,Germany,Female,71,6,226906.47207921185,3,0,0,49376.577075303016,1,5,1.0,100.0,High Risk
766,Germany,Male,52,0,142220.17928977206,4,1,1,133571.57878417833,0,1,0.01,1.0,Low Risk
679,Spain,Female,63,5,118969.11810601952,1,0,1,190783.11674898164,0,0,0.02,2.0,Low Risk
661,Germany,Female,89,9,76415.88613256525,4,1,1,89212.33270849023,0,2,0.1,10.0,Low Risk
748,Germany,Female,72,9,138174.5040795354,2,1,1,179641.4857537267,0,0,0.0,0.0,Low Risk
740,France,Female,89,8,143137.98648931333,2,1,0,103642.23956433784,0,0,0.01,1.0,Low Risk
392,Germany,Male,28,1,224597.78400190652,4,1,0,194786.50603525664,1,6,0.95,95.0,High Risk
723,France,Female,46,0,176015.53232108016,2,0,0,158411.57261526238,0,1,0.0,0.0,Low Risk
441,France,Male,86,10,206618.4144621016,2,0,1,171912.91110620726,0,0,0.0,0.0,Low Risk
590,Spain,Male,80,10,192282.50910092975,1,1,1,135924.00946526043,1,4,0.99,99.0,High Risk
731,France,Female,64,10,69161.63837574521,1,1,1,173699.8302076298,0,0,0.0,0.0,Low Risk
348,Germany,Female,24,9,51449.39126504419,1,0,0,118563.72768389645,0,1,0.02,2.0,Low Risk
601,France,Male,81,2,64620.33893050975,3,0,1,113471.6797419711,0,0,0.0,0.0,Low Risk
489,France,Male,81,5,36644.85609383353,3,0,0,174743.55711576153,1,3,0.92,92.0,High Risk
435,Spain,Female,29,6,96490.48087311568,1,1,1,3023.083494836881,0,0,0.01,1.0,Low Risk
703,Germany,Female,29,10,163475.17864423207,4,1,1,95760.99282177878,0,0,0.02,2.0,Low Risk
640,Germany,Male,53,7,134244.37307630092,4,0,1,174016.08210026007,1,4,0.99,99.0,High Risk
617,Germany,Female,46,3,169803.58218132975,4,0,0,39237.944045187105,0,1,0.01,1.0,Low Risk
662,France,Male,28,7,89024.61334642148,1,1,1,191602.28420289725,0,2,0.09,9.0,Low Risk
681,Germany,Male,70,6,51319.44664608998,3,0,0,148122.94377420068,0,0,0.0,0.0,Low Risk
532,Germany,Male,87,10,50689.53711979774,2,0,0,152486.87239574286,1,2,0.7,70.0,Medium Risk
643,France,Male,91,7,150215.63667667893,4,0,1,133098.5814010084,1,4,0.94,94.0,High Risk
848,Spain,Female,64,4,41073.6897478575,1,1,1,89500.40690851289,0,1,0.01,1.0,Low Risk
828,Spain,Male,50,9,99291.7930765498,1,1,0,92196.67519572876,1,3,0.93,93.0,High Risk
482,France,Male,84,6,53208.18569401106,2,0,0,167823.23300029384,1,9,0.98,98.0,High Risk
340,Spain,Female,60,3,165690.09618223636,3,1,1,27836.477292418247,1,7,1.0,100.0,High Risk
696,Spain,Female,35,0,153855.20969492625,3,0,1,104418.26955836802,0,0,0.0,0.0,Low Risk
793,Spain,Male,91,2,95281.2416943849,1,1,0,61996.31226442734,0,0,0.0,0.0,Low Risk
632,Germany,Female,70,9,32179.37988362629,2,0,0,196863.43855289268,0,0,0.01,1.0,Low Risk
426,Spain,Female,56,8,52954.2036116688,3,1,0,748.5604903703261,0,1,0.04,4.0,Low Risk
300,Germany,Male,89,10,118052.2647005833,2,1,1,12744.231305250523,1,3,0.88,88.0,High Risk
467,Spain,Female,51,3,243020.6061085424,2,1,1,193477.89947331412,0,1,0.05,5.0,Low Risk
318,Germany,Female,54,4,67693.69037605086,1,0,1,108762.91141969156,1,4,0.98,98.0,High Risk
631,France,Female,58,2,47797.589226473094,2,0,1,27715.637451999213,0,3,0.3,30.0,Low Risk
755,France,Female,66,10,55170.85456084281,2,1,0,89733.57176258808,0,0,0.0,0.0,Low Risk
408,Spain,Female,27,5,177034.7840419897,2,0,0,64538.282008348375,0,0,0.0,0.0,Low Risk
567,Germany,Male,57,3,228671.04134888033,4,0,1,182242.5176992885,0,0,0.01,1.0,Low Risk
744,France,Female,35,4,18792.905979812367,2,1,0,137518.98673333504,0,0,0.01,1.0,Low Risk
539,France,Male,42,10,187322.1353928046,2,0,0,26112.466304440455,0,0,0.0,0.0,Low Risk
600,France,Male,58,6,123651.66991487476,1,1,0,107293.75914952849,0,0,0.0,0.0,Low Risk
402,France,Female,53,6,206297.6166753268,3,0,0,26900.68986930746,0,2,0.13,13.0,Low Risk
549,Spain,Female,19,8,105376.33069269006,3,1,1,133049.4749945823,0,1,0.0,0.0,Low Risk
752,Germany,Female,91,1,1304.062919198129,2,1,1,145448.1847408315,0,1,0.05,5.0,Low Risk
819,France,Female,66,3,170699.09418239282,1,1,1,112436.39274500596,1,3,0.95,95.0,High Risk
452,Spain,Female,84,7,201992.85787182656,1,0,0,193191.50246509456,1,8,0.99,99.0,High Risk
473,France,Female,70,3,225505.2735382887,2,1,0,188867.44685355804,1,5,0.98,98.0,High Risk
642,France,Female,36,2,142262.82227375856,2,1,0,41191.064826789785,0,0,0.0,0.0,Low Risk
730,France,Female,43,9,30512.125310786396,3,1,1,75.87380730304928,0,2,0.05,5.0,Low Risk
623,France,Female,71,5,92458.66105638894,3,1,0,132553.1360611648,0,0,0.01,1.0,Low Risk
719,Spain,Female,68,2,196062.561280278,3,0,0,95133.555043683,0,0,0.0,0.0,Low Risk
784,Germany,Female,42,1,123603.24138700368,2,0,0,66938.35825947716,0,0,0.0,0.0,Low Risk
711,Spain,Female,34,8,174811.12204512538,3,1,0,183378.78235121735,1,8,0.98,98.0,High Risk
383,Spain,Male,91,2,1172.4208396997617,1,0,0,195701.7683190269,0,0,0.02,2.0,Low Risk
412,Spain,Female,78,0,18250.584934358936,4,0,0,186116.1480566736,0,1,0.02,2.0,Low Risk
631,France,Male,63,8,170290.90461215877,4,0,1,100044.0496575697,0,0,0.0,0.0,Low Risk
677,Germany,Male,72,4,72550.47023482846,4,0,1,140674.29898149095,0,0,0.0,0.0,Low Risk
340,France,Female,67,6,97046.67192697286,1,1,0,34323.00677485312,0,2,0.28,28.0,Low Risk
404,Spain,Male,28,1,160533.22794362297,4,1,0,190171.8097660509,1,7,0.97,97.0,High Risk
501,France,Female,29,0,28003.623399193573,2,0,0,56742.50093697726,1,3,0.86,86.0,High Risk
749,Germany,Female,57,5,208177.08882265427,2,1,0,38555.94098203904,1,3,0.96,96.0,High Risk
565,Germany,Male,65,4,36108.56504079624,4,1,0,12041.111672472372,0,0,0.01,1.0,Low Risk
509,France,Female,73,9,183320.63601281692,4,0,1,110078.760294151,0,3,0.32,32.0,Low Risk
417,Spain,Male,25,5,73187.84226098999,3,0,0,189693.27346289015,0,0,0.0,0.0,Low Risk
676,France,Male,31,1,64992.74153292159,1,1,0,27126.29425772887,0,0,0.01,1.0,Low Risk
839,Spain,Female,73,6,205316.1747462188,3,0,0,24174.85215263363,0,2,0.43,43.0,Low Risk
383,Germany,Male,71,0,138050.4365633426,1,1,1,54526.80046892405,0,0,0.0,0.0,Low Risk
753,France,Male,34,10,51374.446243723505,3,1,0,133082.12465768578,0,0,0.01,1.0,Low Risk
813,Germany,Female,62,7,636.5627278294705,2,0,0,109567.2231406398,1,3,0.79,79.0,High Risk
686,Spain,Male,22,6,243258.7198499503,1,0,0,19250.42998644642,0,0,0.02,2.0,Low Risk
649,Spain,Female,20,6,107846.54728064928,4,0,0,88465.62529364772,0,0,0.01,1.0,Low Risk
595,France,Female,26,5,99355.69872296575,1,0,0,13395.787953767049,0,0,0.0,0.0,Low Risk
557,France,Female,37,9,12578.646554465528,1,1,0,170382.1766834508,1,8,0.97,97.0,High Risk
380,France,Female,38,4,223600.86733774067,3,0,0,21431.284727892285,0,2,0.05,5.0,Low Risk
567,Germany,Male,50,8,35146.923984295725,4,1,1,94264.94937349968,1,2,0.23,23.0,Low Risk
718,Spain,Female,22,2,83863.92790245204,3,0,1,102097.61168786642,0,0,0.0,0.0,Low Risk
534,Spain,Male,41,8,105275.97374645,4,0,1,106029.9531898368,0,0,0.0,0.0,Low Risk
610,Germany,Male,80,4,202526.4371950167,3,0,1,121834.89136853728,0,1,0.0,0.0,Low Risk
656,France,Female,43,7,89866.65803517796,4,0,1,140319.4683526183,0,0,0.0,0.0,Low Risk
512,France,Female,50,10,132865.6355882033,1,0,0,881.5577465743931,0,1,0.02,2.0,Low Risk
348,Germany,Female,35,2,107182.86741039326,2,0,0,6192.564334360776,1,7,0.98,98.0,High Risk
426,Spain,Male,35,6,77961.17378241527,4,1,0,122314.16367615786,0,0,0.01,1.0,Low Risk
522,Spain,Female,55,9,236575.7712272382,3,1,0,36436.587307488415,0,0,0.0,0.0,Low Risk
578,Spain,Male,50,3,199219.2027066278,1,0,1,166370.70436938736,0,1,0.02,2.0,Low Risk
707,Spain,Female,44,4,43588.239993699375,3,0,1,125506.0546724674,0,1,0.0,0.0,Low Risk
804,Germany,Female,66,3,138676.5837218808,1,0,1,196080.3417302288,0,0,0.04,4.0,Low Risk
593,Spain,Male,67,8,199140.02977062215,1,0,0,145603.57803555828,0,1,0.02,2.0,Low Risk
576,Germany,Male,32,6,144947.49315717682,4,1,1,18151.97533412795,1,6,0.98,98.0,High Risk
737,France,Female,69,5,123444.82299898274,3,1,0,34203.47874903746,0,0,0.01,1.0,Low Risk
406,Germany,Female,85,5,18014.849359968022,1,1,1,9319.31396258382,0,2,0.25,25.0,Low Risk
719,Spain,Female,36,10,26516.67212662492,3,1,1,148237.76136470406,0,0,0.0,0.0,Low Risk
728,France,Male,42,9,61309.88380017049,1,1,0,25373.388762299335,0,1,0.0,0.0,Low Risk
674,Germany,Female,42,6,128349.17279871117,4,0,0,132756.86102745906,0,0,0.03,3.0,Low Risk
372,Germany,Female,50,4,246824.1711421366,2,0,0,111083.99487566984,0,1,0.02,2.0,Low Risk
329,Germany,Male,77,9,200566.54801920295,2,1,0,126663.19514729216,0,1,0.05,5.0,Low Risk
487,France,Female,54,2,27512.75011607471,2,1,0,101738.89291960104,0,0,0.03,3.0,Low Risk
663,Germany,Male,60,10,179314.8484247111,2,0,1,2615.611892925463,1,5,0.96,96.0,High Risk
750,Spain,Male,26,10,202617.8347931821,4,0,0,50651.08296548523,0,0,0.0,0.0,Low Risk
494,France,Female,31,2,103565.81958530264,4,0,1,176997.5175273963,0,0,0.01,1.0,Low Risk
455,France,Female,20,6,82536.90584412229,4,1,0,185854.42094633775,0,0,0.0,0.0,Low Risk
471,Germany,Male,86,10,146153.77600941432,3,0,0,19450.985571165496,1,4,1.0,100.0,High Risk
340,Spain,Male,73,9,129788.38874211356,1,1,1,190526.21340226452,0,0,0.01,1.0,Low Risk
362,France,Female,43,0,66303.40144922576,1,1,0,134108.5050941841,0,0,0.01,1.0,Low Risk
322,Germany,Male,70,3,99344.45764573503,2,1,0,184512.28915815943,0,0,0.0,0.0,Low Risk
659,Spain,Male,58,9,136109.37907238127,2,1,1,80238.77597687,0,2,0.11,11.0,Low Risk
